school,division,gender,jersey,name,position,class_year,height_in,hometown,major,club_team
Indiana Wesleyan,NAIA,W,14,Alyssa Hamann,D,Jr,,"Cary, Ill.",,
Indiana Wesleyan,NAIA,W,15,Tylar Whitaker,F,Fr,,"New Palestine, Ind.",,
Indiana Wesleyan,NAIA,W,18,Sam Anderson,D,Fr,,"Twinsburg, Ohio",,
Indiana Wesleyan,NAIA,W,19,Mackenzie Minney,M,Sr,,"Oakdale, Pa.",,
Indiana Wesleyan,NAIA,W,20,Katelyn VanderArk,F,So,,"Bryon Center, Mich.",,
Indiana Wesleyan,NAIA,W,21,Audrey Faletic,M,Fr,,"Brownsburg, Ind.",,
Indiana Wesleyan,NAIA,W,22,Savanna Cronin,D,So,,"Blacklick, Ohio",,
Indiana Wesleyan,NAIA,W,24,Sarah Foulk,F,Sr,,"Upland, Ind.",,
Indiana Wesleyan,NAIA,W,25,Madelynn Welker,M,Sr,,"Fort Wayne, Ind.",,
Indiana Wesleyan,NAIA,W,26,Alejandra Tavarez,M,So,,"South Bend, Ind.",,
Indiana Wesleyan,NAIA,W,27,Lauren Patzer,D,So,,"Bradford, Ontario",,
Indiana Wesleyan,NAIA,W,28,Morgan Riegsecker,M,Fr,,"Shipsshewana, Ind.",,
Indiana Wesleyan,NAIA,W,31,Austyn Davis,GK,So,,"Fort Wayne, Ind.",,
Ottawa,NAIA,M,2,Lillian Wessels,D,So,,"Wuppertal, Germany",,
Ottawa,NAIA,M,3,Martin Basso,D,Sr,,Uruguay,,
Ottawa,NAIA,M,5,Antonio Natalucci,F,So,,"Rome, Italy",,
Ottawa,NAIA,M,7,Cale Scott,F,Jr,,"Lawrence, Kan.",,
Ottawa,NAIA,M,8,Matt Myers,M,Sr,,"Derby, England",,
Ottawa,NAIA,M,9,Slobodan Novicevic,F,Sr,,"Belgrade, Serbia",,
Ottawa,NAIA,M,11,Jevan Purcell-Jackson,F,Sr,,"Derbyshire, England",,
Ottawa,NAIA,M,12,Daniel Raja,F,So,,"Shawnee, Kan.",,
Ottawa,NAIA,M,13,Arminas Gecas,M,So,,"Klaipeda, Lithuania",,
Ottawa,NAIA,M,14,Mateo Trigo,M,So,,"Madrid, Spain",,
Ottawa,NAIA,M,15,Drago Kecman,D,Jr,,"Kikinda, Serbia",,
Ottawa,NAIA,M,16,Reece Fahey,M,Sr,,"Dublin, Ireland",,
Ottawa,NAIA,M,17,Simon Kindt,M,So,,"Berlin, Germany",,
Ottawa,NAIA,M,19,Matias Mazieres,F,So,,"Buenos Aires, Argentina",,
Ottawa,NAIA,M,20,Sam Hatswell,M,So,,"Exeter, England",,
Ottawa,NAIA,M,22,Felix Leonhardt,M,Sr,,"Hamburg, Germany",,
Ottawa,NAIA,M,23,Juan Gutierrez,D,Sr,,"Medellin, Colombia",,
Ottawa,NAIA,M,39,Diego Flores,M,So,,"New Caney, Texas",,
Ottawa,NAIA,W,0,Makena Tapia,GK,So,,"Roseville, Calif.",,
Ottawa,NAIA,W,1,Te'a Newcomb,GK,Sr,,"Orlando, Fla.",,
Ottawa,NAIA,W,2,Kyndel Adams,D,Jr,,"Broomfield, Colo.",,
Ottawa,NAIA,W,3,Kaylee Hudgens,M,So,,"Temple, Texas",,
Ottawa,NAIA,W,4,Ella Stillings,D,Jr,,"Wichita, Kan.",,
Ottawa,NAIA,W,7,Reece Young,M,So,,"Olathe, Kan.",,
Ottawa,NAIA,W,8,Abigail Ray,D,So,,"Topeka, Kan.",,
Ottawa,NAIA,W,10,Rylee Ringer,F,Jr,,"Caddo Mills, Texas",,
Ottawa,NAIA,W,13,Bailee Hubler,D,So,,"Andover, Kan.",,
Ottawa,NAIA,W,16,Talia Davis,D,Sr,,"Bartlett, Tenn.",,
Ottawa,NAIA,W,18,Peyton Hack,F,Sr,,"Topeka, Kan.",,
Ottawa,NAIA,W,19,Melissa Grohmann,D,Sr,,"Königsbrunn, Germany",,
Ottawa,NAIA,W,24,Madison Bussey,M,Sr,,"Pueblo, Colo.",,
Ottawa,NAIA,W,27,Emma Stillings,D,Jr,,"Wichita, Kan.",,
Ottawa,NAIA,W,29,Lily Martin,D,Sr,,"Topeka, Kan.",,
Ottawa,NAIA,W,33,Brie Fitzpatrick,D,Jr,,"Fontana, Calif.",,
Saint Xavier,NAIA,M,00,Daniel Martinez,GK,Jr,,"Cicero, Ill.",,
Saint Xavier,NAIA,M,1,Guillermo Vences,GK,Fr,,"Alsip, Ill.",,
Saint Xavier,NAIA,M,2,Rodrigo Hernandez,F,So,,"Bridgeview, Ill.",,
Saint Xavier,NAIA,M,4,Diego Garcia,F,So,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,5,Americo Castaneda,F,So,,"Blue Island, Ill.",,
Saint Xavier,NAIA,M,6,Mauri Martinez,M,Jr,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,7,Jaedan Aguilera,F,Sr,,"Belvidere, Ill.",,
Saint Xavier,NAIA,M,8,Francisco Espinoza,M,Sr,,"Lansing, Ill.",,
Saint Xavier,NAIA,M,9,Daniel Diaz,D,Sr,,"Berwyn, Ill.",,
Saint Xavier,NAIA,M,10,Saul Lagunas,M,So,,"Midlothian, Ill.",,
Saint Xavier,NAIA,M,11,Cristian Tamayo,D,Fr,,"Orland Park, Ill.",,
Saint Xavier,NAIA,M,14,Cristian Morales,F,So,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,15,Irving Moreno,F,Jr,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,16,Mark Vitaliy Hul,M,Jr,,"Ternopil, Ukraine",,
Saint Xavier,NAIA,M,17,Omar Aparicio,M,Sr,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,18,Pedro Guzman,M,Sr,,"Burbank, Ill.",,
Saint Xavier,NAIA,M,19,Saul Camacho,M,Sr,,"Summit, Ill.",,
Saint Xavier,NAIA,M,20,Eduardo Perez,M,So,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,21,Jessie Cardiel,D,Sr,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,23,Yael Diaz,M,Jr,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,24,Steven Solis,F,Jr,,"Burbank, Ill.",,
Saint Xavier,NAIA,M,25,Sebastian Palma,D,Jr,,"Chicago, Ill.",,
Saint Xavier,NAIA,M,28,Carlos Villanueva,D,Sr,,"Blue Island, Ill.",,
Saint Xavier,NAIA,M,29,Jack Dudzik,D,So,,"Tinley Park, Ill.",,
Saint Xavier,NAIA,M,30,Neil Soans,D,Jr,,"Plainfield, Ill.",,
Saint Xavier,NAIA,M,31,Balys Zamalaitis,M,So,,"Hinsdale, Ill.",,
Saint Xavier,NAIA,M,32,Saul Garcia,D,So,,"Summit, Ill.",,
Saint Xavier,NAIA,M,34,Aidan Breslin,M,Jr,,"Crestwood, Ill.",,
Saint Xavier,NAIA,M,88,Osvaldo Ramirez,GK,Sr,,"Chicago, Ill.",,
Saint Xavier,NAIA,W,0,Yajaira Daza-Mendoza,GK,Jr,,"Chicago, Ill.",,
Saint Xavier,NAIA,W,00,Natalie Dybas,GK,Jr,,"La Grange, Ill.",,
Saint Xavier,NAIA,W,1,Melany Zuniga,GK,So,,"Berwyn, Ill.",,
Saint Xavier,NAIA,W,2,Paige Swaw,M,Fr,,"Tinley Park, Ill.",,
Saint Xavier,NAIA,W,3,Pamela Hernandez,D,Jr,,"Cicero, Ill.",,
Saint Xavier,NAIA,W,4,Klair Heim,D,Jr,,"Denver, Iowa",,
Saint Xavier,NAIA,W,5,Stephanie Quevedo,D,Jr,,"Cicero, Ill.",,
Saint Xavier,NAIA,W,6,Kalea Marshall,D,Fr,,"Carbondale, Ill.",,
Saint Xavier,NAIA,W,7,Jazmin Ramirez,M,Jr,,"Chicago, Ill.",,
Saint Xavier,NAIA,W,8,Alex Jonaitis,F,Jr,,"Naperville, Ill.",,
Saint Xavier,NAIA,W,10,Veronica Davila,M,Sr,,"Bourbonnais, Ill.",,
Saint Xavier,NAIA,W,11,Lauren Torres,M,So,,"Crestwood, Ill.",,
Saint Xavier,NAIA,W,12,Hailey Henry,M,Sr,,"Rockton, Ill.",,
Saint Xavier,NAIA,W,14,Maddie Manzke,F,Sr,,"Orland Park, Ill.",,
Saint Xavier,NAIA,W,15,Hope Lewis,M,Sr,,"Auburn, Ind.",,
Saint Xavier,NAIA,W,17,Alexzia Garcia,M,Jr,,"West Valley City, Utah",,
Saint Xavier,NAIA,W,18,Mia Guzman,D,Jr,,"Oak Lawn, Ill.",,
Saint Xavier,NAIA,W,19,Lexi Shreve,M,Sr,,"Coon Rapids, Minn.",,
Saint Xavier,NAIA,W,20,Vicki Ferrer,M,Sr,,"Cicero, Ill.",,
Saint Xavier,NAIA,W,21,Samantha Velasco,M,So,,"Chicago, Ill.",,
Saint Xavier,NAIA,W,22,Vanessa Diaz,M,Jr,,"Chicago, Ill.",,
Saint Xavier,NAIA,W,23,Brianna Garcia,M,Fr,,"Evergreen Park, Ill.",,
Saint Xavier,NAIA,W,25,Yvette Ceja,M,Fr,,"Burbank, Ill.",,
Saint Xavier,NAIA,W,26,Valerie Nelson,M,Fr,,"Blue Island, Ill.",,
Saint Xavier,NAIA,W,28,Angelica Flores,M,Fr,,"Chicago, Ill.",,
Saint Xavier,NAIA,W,31,Allison Ihms,D,Jr,,"Lombard, Ill.",,
Saint Xavier,NAIA,W,98,Cristina Ramirez,GK,Fr,,"Homewood, Ill.",,
Saint Xavier,NAIA,W,99,Jasmine Elias,GK,Jr,,"Monee, Ill.",,
Aquinas,NAIA,M,0,Antonio Serraiocco,GK,So,,"Royal Oak, Michigan",,
Aquinas,NAIA,M,1,Ivan Radovic,GK,Jr,,"Bokelj, Montenegro",,
Aquinas,NAIA,M,2,Oscar Sanchez-Garrido,,Fr,,"Grand Rapids, MI",,
Aquinas,NAIA,M,4,Eddie Hudson III,D,So,,"Farmington Hills, MI",,
Aquinas,NAIA,M,5,Timothy Phillips Jr.,D,Jr,,"Holland, Michigan",,
Aquinas,NAIA,M,6,Joseph Farhat,M,So,,"Lansing, Michigan",,
Aquinas,NAIA,M,7,Emmanuel Bedolla,F,So,,"Grand Rapids, Michigan",,
Aquinas,NAIA,M,8,Wyatt Snitzer,F,Jr,,"Caledonia, Michigan",,
Aquinas,NAIA,M,10,Fikret Hasovic,M,Jr,,"Grand Rapids, Michigan",,
Aquinas,NAIA,M,11,Trae Collins,M,Jr,,"Traverse City, Michigan",,
Aquinas,NAIA,M,12,Dario Cela,GK,So,,"Plymouth, MI",,
Aquinas,NAIA,M,13,Carter Hagan,F,So,,"Lansing, Michigan",,
Aquinas,NAIA,M,14,Carson Tucker,M,Fr,,"Grand Rapids, MI",,
Aquinas,NAIA,M,16,Bryce Schaner,F,Sr,,"Taylor, MI",,
Aquinas,NAIA,M,17,Gerardo Jose Montanez,M,Sr,,"Grand Rapids, Michigan",,
Aquinas,NAIA,M,18,Christian Trunk,D,Fr,,"Lansing, Michigan",,
Aquinas,NAIA,M,19,Miguel Gonzalez,D,So,,"Grand Rapids, Michigan",,
Aquinas,NAIA,M,20,Peyton Huffman,GK,Jr,,"Grand Rapids, Michigan",,
Aquinas,NAIA,M,21,Joseph Ray,F,Sr,,"The Woodlands, Texas",,
Aquinas,NAIA,M,22,Aidan Bennett,F,Jr,,"Aylesbury, England",,
Aquinas,NAIA,M,25,Evan Goodfellow,F,Fr,,"Saffron Walden, England",,
Aquinas,NAIA,M,26,Austin Tucker,F,Jr,,"Grand Rapids, Michigan",,
Aquinas,NAIA,M,28,Logan McClure,D,So,,"Farmington Hills, Michigan",,
Aquinas,NAIA,M,29,Owen Dibling,,Fr,,"Hudsonville, MI",,
Aquinas,NAIA,M,30,Chase Jacobs Gries,F,Fr,,"Holland, MI",,
Aquinas,NAIA,M,31,Colin Bailey,M,Sr,,"Ferndale, Michigan",,
Aquinas,NAIA,M,32,Asmir Hujdurovic,D,Fr,,"Grand Rapids, MI",,
Aquinas,NAIA,M,33,Amos Mechtenberg-Berrigan,D,Sr,,"Kalamazoo, Michigan",,
Aquinas,NAIA,W,1,Kayla Shuk,GK,Sr,,"Farmington Hills, Michigan",,
Aquinas,NAIA,W,2,Olivia Bowling,M,Sr,,"Ada, Michigan",,
Aquinas,NAIA,W,3,Tia Rita Daher,D,So,,"Amioun El Koura, Lebanon",,
Aquinas,NAIA,W,4,Ella Holzwarth,M,Jr,,"Wyoming, Michigan",,
Aquinas,NAIA,W,6,Catherine Hoff,D,So,,"Macomb, MI",,
Aquinas,NAIA,W,10,Julia Grzadkowska,M,So,,"Warsaw, Poland",,
Aquinas,NAIA,W,11,Dailey Tucker,F,Jr,,"Grand Rapids, Michigan",,
Aquinas,NAIA,W,12,Raegan LaCross,M,Fr,,"Traverse City, MI",,
Aquinas,NAIA,W,13,Camille Berko,D,Sr,,"Grand Haven, Michigan",,
Aquinas,NAIA,W,14,Madison Slezinski,M,Jr,,"Fenton, Michigan",,
Aquinas,NAIA,W,16,Joy Reams,F,Fr,,"Toledo, OH",,
Aquinas,NAIA,W,17,Kiersen Korienek,F,Sr,,"Grandville, MI",,
Aquinas,NAIA,W,18,Abigail Kramer,M,So,,"Caledonia, Michigan",,
Aquinas,NAIA,W,19,Chaya Sirivath,M,So,,"Fort Wayne, Indiana",,
Aquinas,NAIA,W,21,Katelynn Sterling,D,Jr,,"Conroe, Tx",,
Aquinas,NAIA,W,22,Maeve Comfort,M,Jr,,"Rochester, Michigan",,
Aquinas,NAIA,W,23,Bella Teelander,F,So,,"Caledonia, Michigan",,
Aquinas,NAIA,W,24,Emily Gignac,F,Jr,,"Commerce Twp, Michigan",,
Aquinas,NAIA,W,25,Aubrey Phenicie,M,Jr,,"Kalamazoo, MI",,
Aquinas,NAIA,W,26,Savannah Reese,M,Jr,,"Grand Blanc, Michigan",,
Aquinas,NAIA,W,28,Reegyn Cady,M,So,,"Mason, Michigan",,
Aquinas,NAIA,W,32,Bridget Sherman,D,Sr,,"Valparaiso, Indiana",,
Aquinas,NAIA,W,54,Izzy Bartlett,GK,So,,"Goodrich, Michigan",,
Aquinas,NAIA,W,55,Mya Chickering,GK,Jr,,"Hart, Michigan",,
Aquinas,NAIA,W,,Zoe Flinsky,,So,,,,
Cornerstone,NAIA,M,0,Evan Meyer,GK,So,,"Valparaiso, Ind.",,
Cornerstone,NAIA,M,00,Luke Philo,GK,Fr,,"Byron Center, Mich.",,
Cornerstone,NAIA,M,1,Roberto Gutierrez,GK,Sr,,"Franklin, Wisc.",,
Cornerstone,NAIA,M,2,Shane Renshaw,D,Sr,,"Montrose, Mich.",,
Cornerstone,NAIA,M,3,Calvin Curtis,F,Sr,,"Fenton, Mich.",,
Cornerstone,NAIA,M,4,Jadon Strawser,M,So,,,,
Cornerstone,NAIA,M,5,Jake Madak,M,Sr,,"Clinton Township, Mich.",,
Cornerstone,NAIA,M,6,Isaac Wood,M,Fr,,"Rochester, Mich.",,
Cornerstone,NAIA,M,7,Nik Blok,M,Fr,,"Byron Center, Mich.",,
Cornerstone,NAIA,M,8,Noah Dressler,M,So,,"Hudsonville, Mich.",,
Cornerstone,NAIA,M,9,Tyler Corstange,F,Sr,,"Richland, Mich.",,
Cornerstone,NAIA,M,10,Steven Stidham,M,Jr,,"Ludington, Mich.",,
Cornerstone,NAIA,M,11,Seth Campbell,M,Jr,,"Brighton, Mich.",,
Cornerstone,NAIA,M,12,Mason Heyboer,D,Fr,,"Hudsonville, Mich.",,
Cornerstone,NAIA,M,13,Seth Vigil,F,So,,"Hamilton, Mich.",,
Cornerstone,NAIA,M,14,Victor Russo,M,Fr,,"Belmont, Mich.",,
Cornerstone,NAIA,M,15,Joshua Roush,M,Fr,,"Hasting, Mich.",,
Cornerstone,NAIA,M,16,Ethan Hehl,F,So,,"Lake Orion, Mich.",,
Cornerstone,NAIA,M,17,Jacob Heagle,D,So,,"Jenison, Mich.",,
Cornerstone,NAIA,M,18,Isaac Kwantes,D,Fr,,"Byron Center, Mich.",,
Cornerstone,NAIA,M,19,AJ Dykstra,D,So,,"Byron Center, Mich.",,
Cornerstone,NAIA,M,20,Josiah DeMond,M,So,,"Holt, Mich.",,
Cornerstone,NAIA,M,21,Grant Ferguson,D,So,,"Grand Rapids, Mich.",,
Cornerstone,NAIA,M,22,Eli Leegwater,D,Sr,,"Grand Rapids, Mich.",,
Cornerstone,NAIA,M,23,Gavan Bignall,M,Sr,,"Muskegon, Mich.",,
Cornerstone,NAIA,M,24,Ben Wolf,D,Sr,,"Sterling Heights, Mich.",,
Cornerstone,NAIA,M,25,Harrison VanWoerkom,D,So,,"Byron Center, Mich.",,
Cornerstone,NAIA,W,0,Sadie Geerlings,GK,So,,"Holland, Mich.",,
Cornerstone,NAIA,W,1,Katelyn Hildabrand,GK,Sr,,"Middleville, Mich.",,
Cornerstone,NAIA,W,3,Lucy Kaiser,D,Fr,,"Plymouth, Mich.",,
Cornerstone,NAIA,W,4,Kaitlynn Sal,D,Sr,,"Allendale, Mich.",,
Cornerstone,NAIA,W,6,Jaideyn Koster,D,Jr,,"Wayland, Mich.",,
Cornerstone,NAIA,W,7,Hannah Moelker,F,Fr,,"Hudsonville, Mich.",,
Cornerstone,NAIA,W,9,Madie Smith,M,Fr,,"Augusta, Mich.",,
Cornerstone,NAIA,W,10,Brooke Harmsen,M,So,,"Hudsonville, Mich.",,
Cornerstone,NAIA,W,11,Joslyn McGlassion,F,Fr,,"Sterling Heights, Mich.",,
Cornerstone,NAIA,W,12,Audrey Johnson,F,Fr,,"Pinckney, Mich.",,
Cornerstone,NAIA,W,13,Cate Anhalt,M,Sr,,"Fruitport, Mich.",,
Cornerstone,NAIA,W,14,Karsyn Hostetler,M,Sr,,"Archbold, Ohio",,
Cornerstone,NAIA,W,15,Tori Woodwyk,M,Sr,,"Caledonia, Mich.",,
Cornerstone,NAIA,W,16,Ellie Schenkelberger,F,Fr,,"Traverse City, Mich.",,
Cornerstone,NAIA,W,17,Ally Merrihew,D,So,,"Hudsonville, Mich.",,
Cornerstone,NAIA,W,20,Jada VanNoord,M,So,,"Cadillac, Mich.",,
Cornerstone,NAIA,W,21,Toria Beute,D,Fr,,"Caledonia, Mich.",,
Cornerstone,NAIA,W,22,Gracie Gortmaker,F,Jr,,"Caledonia, Mich.",,
Cornerstone,NAIA,W,23,Delaney Hendricks,F,So,,"Grand Rapids, Mich.",,
Cornerstone,NAIA,W,25,Madeline Billings,F,Fr,,"Ludington, Mich.",,
Cornerstone,NAIA,W,26,Addison Hathaway,F,Fr,,"Holland, MIch.",,
Cornerstone,NAIA,W,28,Ella Herrema,D,Fr,,"Byron Center, Mich.",,
Cornerstone,NAIA,W,29,Emily Ake,D,Jr,,"Lowell, Mich.",,
Cornerstone,NAIA,W,32,Jaymee Powell,D,So,,"Newaygo, Mich.",,
Cornerstone,NAIA,W,33,Corinne McGlassion,GK,Fr,,"Sterling Heights, Mich.",,
