school,division,gender,jersey,name,position,class_year,height_in,hometown,major,club_team
Rollins,D2,M,31,Kilian Vallant,GK,Sr,,"Salzburg, Austria",,
Rollins,D2,M,32,Teagen Reddy,GK,So,,"Orlando, Fla.",,
Rollins,D2,M,34,Cameron Angeles,GK,Jr,,"Winter Springs, Fla.",,
Rollins,D2,M,35,Dante Ignazi,GK,Fr,,"Toronto, Ontario",,
Rollins,D2,W,0,Sidney Powers,GK,Fr,,"Naperville, Ill.",,
Rollins,D2,W,00,Lily Strange,GK,Fr,,"Orlando, Fla.",,
Rollins,D2,W,1,Lauren Mehos,GK,Sr,,"Marietta, Ga.",,
Rollins,D2,W,2,Khunnita Chamroeun,M,So,,"North Olmsted, Ohio",,
Rollins,D2,W,3,Carolina Ameglio,F,Sr,,"Boca Raton, Fla.",,
Rollins,D2,W,4,Clair McEniry,D,Fr,,"Orlando, Fla.",,
Rollins,D2,W,5,Gracie DiStefano,M,Fr,,"Longmeadow, Mass.",,
Rollins,D2,W,6,Zahira Freeman,D,Fr,,"Coooper City, Fla.",,
Rollins,D2,W,7,Allie Adams,D,Sr,,"Birmingham, Mich.",,
Rollins,D2,W,8,Alayna Townsend,F,So,,"Cincinnati, Ohio",,
Rollins,D2,W,9,Sophia Harutunian,D,So,,"Los Angeles, Calif.",,
Rollins,D2,W,10,Skylar Kruszka,F,So,,"Avon, Ohio",,
Rollins,D2,W,11,Bella Robinson,M,So,,"Timnath, Colo.",,
Rollins,D2,W,12,Chloe Milton,M,Fr,,"Olney, Md.",,
Rollins,D2,W,14,Harmoni Thomas,D,Sr,,"Orlando, Fla.",,
Rollins,D2,W,15,Jada Clarke,F,Sr,,"Winter Springs, Fla.",,
Rollins,D2,W,16,Malia Alvarez,M,Fr,,"Port St. Lucie, Fla.",,
Rollins,D2,W,17,Amanda Caines,D,Jr,,"Coral Springs, Fla.",,
Rollins,D2,W,18,Lillie Scott,F,Fr,,"Gilbert, Az.",,
Rollins,D2,W,19,Ella Richardson,F,Fr,,"New York, NY",,
Rollins,D2,W,20,Sophia Puccia,M,Fr,,"Penfield, NY",,
Rollins,D2,W,21,Sienna Comana,M,Fr,,"San Diego, Calif.",,
Rollins,D2,W,22,Gianna Babusci,D,Jr,,"Pittsburgh, Pa.",,
Rollins,D2,W,23,Victoria Pou Varona,M,Jr,,"Orlando, Fla.",,
Rollins,D2,W,24,Emma McMurry,D,So,,"Jacksonville, Fla.",,
Rollins,D2,W,29,Gabby Boyd,M,Sr,,"Baldwin, Md.",,
Rollins,D2,W,30,Taylor Cook,GK,Fr,,"Dallas, Texas",,
Flagler,D2,M,1,Ryan Rivas,GK,Jr,,,,
Flagler,D2,M,2,Daniel Becerra,D,Jr,,,,
Flagler,D2,M,3,Ryan Berger,D,Fr,,,,
Flagler,D2,M,4,Gustav Moberg,M,Jr,,,,
Flagler,D2,M,5,Filip Hornburg,D,Fr,,,,
Flagler,D2,M,6,Oliver Lindstrom,M,Jr,,,,
Flagler,D2,M,7,Philip Jung,F,So,,,,
Flagler,D2,M,8,Jesse van Krimpen,D,Sr,,,,
Flagler,D2,M,9,Tim Wahlborg,F,Jr,,,,
Flagler,D2,M,10,Reiss Skeen,M,Sr,,,,
Flagler,D2,M,11,Finn Weigelt,F,Jr,,,,
Flagler,D2,M,12,Henry Okenla,F,So,,,,
Flagler,D2,M,13,Maddock Griffith,M,So,,,,
Flagler,D2,M,14,Alex Alexandrou,M,So,,,,
Flagler,D2,M,15,Alex Althof,F,Fr,,,,
Flagler,D2,M,16,Lenz Trubenbacher,D,Fr,,,,
Flagler,D2,M,17,John McGarry,F,So,,,,
Flagler,D2,M,18,Ian Garzon,M,Jr,,,,
Flagler,D2,M,19,Owen Cunha,D,Sr,,,,
Flagler,D2,M,20,Maddox Kelly,M,Fr,,,,
Flagler,D2,M,21,Hugues Iguaran,M,Fr,,,,
Flagler,D2,M,22,Mitchell Claxton,D,Fr,,,,
Flagler,D2,M,23,Michael Russell,D,Fr,,,,
Flagler,D2,M,24,River Beeman,F,Sr,,,,
Flagler,D2,M,25,Luke Williams,F,Jr,,,,
Flagler,D2,M,28,Corban Berrang,F,Fr,,,,
Flagler,D2,M,30,Trevor Senzon,GK,Fr,,,,
Flagler,D2,M,31,Nico Mejia,GK,Jr,,,,
Flagler,D2,M,32,Dylan Beiermann,GK,So,,,,
Flagler,D2,M,,Alberto Ontiveros,D,Sr,,,,
Flagler,D2,W,1,Phoebe Carpenter,GK,So,,,,
Flagler,D2,W,6,Haley Stafford,F,Sr,,,,
Flagler,D2,W,9,Brooke Rienecker,M,Sr,,,,
Flagler,D2,W,10,Presley Ancheta,M,Sr,,,,
Flagler,D2,W,12,Anastasia Whitehouse,M,Sr,,,,
Flagler,D2,W,13,Hannah Hughes,F,So,,,,
Flagler,D2,W,14,Ashley Wagner,F,So,,,,
Flagler,D2,W,15,Sara Losing,D,So,,,,
Flagler,D2,W,16,Analena Jacob,M,Jr,,,,
Flagler,D2,W,17,Avery Raimondo,M,Sr,,,,
Flagler,D2,W,20,Peyton Burris,D,So,,,,
Flagler,D2,W,22,Olivia Dragone,M,Jr,,,,
Flagler,D2,W,24,Riley Wills,F,So,,,,
Flagler,D2,W,25,Ella Gembicki,M,Jr,,,,
Flagler,D2,W,26,Keali Foster,D,Jr,,,,
Flagler,D2,W,29,Aiyana Leslie,M,Sr,,,,
Flagler,D2,W,31,Madi Narducci,GK,Jr,,,,
Wingate,D2,M,1,Luka Srzic,GK,Fr,,Croatia,,
Wingate,D2,M,2,Kyle McCloskey,D,So,,"Derry, Northern Ireland",,
Wingate,D2,M,3,Simon Curto,D,Jr,,"Madrid, Spain",,
Wingate,D2,M,4,Petar Roganovic,D,Sr,,"Cetinje, Montenegro",,
Wingate,D2,M,5,Bailey Rhodes,M,So,,England,,
Wingate,D2,M,6,Josh Gallagher,M,So,,"Strabane, Northern Ireland",,
Wingate,D2,M,7,Ben McGonigle,M,So,,"Strabane, Northern Ireland",,
Wingate,D2,M,8,Rudi Little,M,Fr,,"Dondonald, NI",,
Wingate,D2,M,9,Jude Enwhistle,F,Fr,,England,,
Wingate,D2,M,10,Camilo Salazar,M,So,,"Cali, Colombia",,
Wingate,D2,M,12,Pavlos Charalambous,D,Jr,,"Larnaca, Cyprus",,
Wingate,D2,M,14,Vinicius Maia,F,Jr,,"Jacarei, Brazil",,
Wingate,D2,M,15,William Persson,M,Sr,,"Huddinge, Sweden",,
Wingate,D2,M,16,Kimo Lemke,M,Sr,,"Hamburg, Germany",,
Wingate,D2,M,17,Bryce Hanna,D,Fr,,"Asheville, N.C.",,
Wingate,D2,M,18,Joakim Gunnar,F,So,,"Linghem, Sweden",,
Wingate,D2,M,19,David Serdynski,F,Fr,,Lithuania,,
Wingate,D2,M,21,Emile Lachance,D,Fr,,Canada,,
Wingate,D2,M,22,Kobie Vazquez,D,Sr,,"Orlando, Fla.",,
Wingate,D2,M,24,Olle Nordenhall,M,Fr,,Sweden,,
Wingate,D2,M,26,Bernardo Salvador,M,Fr,,Brazil,,
Wingate,D2,M,27,Marcos Menendez,M,So,,"Miami, Fla.",,
Wingate,D2,M,28,Havard Kristoffersen,M,Fr,,Norway,,
Wingate,D2,M,30,Cam Hein,GK,Jr,,"Frostburg, Md.",,
Wingate,D2,M,31,Quincy Gibbs,GK,So,,"Raleigh, N.C.",,
Wingate,D2,M,32,Ole Mige Torgensen,M,Fr,,Norway,,
Wingate,D2,M,35,Armin Hasse,D,Fr,,Germany,,
Wingate,D2,M,36,David Morales,M,So,,"Hilton Head, S.C.",,
Wingate,D2,M,37,Alessio Scaldaferri,F,So,,"Charlotte, N.C.",,
Wingate,D2,M,38,Camryn Quarles,M,Fr,,"Cincinnati, Ohio",,
Wingate,D2,M,,Jaime Mendes,D,Jr,,"Coimbra, Portugal",,
Wingate,D2,W,0,Amelia Forsling,GK,Jr,,"Ponte Vedra, Fla.",,
Wingate,D2,W,00,Meredith Stout,GK,Fr,,"Shelby, N.C.",,
Wingate,D2,W,1,Sydney Schnarr,GK,Jr,,"Olathe, Kans.",,
Wingate,D2,W,2,Katie Ensalaco,M,Jr,,"Mooresville, N.C.",,
Wingate,D2,W,4,Makenna Freeman,M,Sr,,"Wilkesboro, N.C.",,
Wingate,D2,W,5,Sophie MacAlpine,D,Sr,,"Wollongong, Australia",,
Wingate,D2,W,6,Kamryn Browder,M,Jr,,"Mint Hill, N.C.",,
Wingate,D2,W,7,Ellie Polk,F,So,,"Fairfax, Va.",,
Wingate,D2,W,8,Brynn Waddell,M,Fr,,"Oviedo, Fla.",,
Wingate,D2,W,9,Matilda Boyle,F,So,,"Perth, Australia",,
Wingate,D2,W,10,Madison Setzer,F,Sr,,"Shelby, N.C.",,
Wingate,D2,W,11,Gabby Agelis,D,Sr,,"Shirley, N.Y.",,
Wingate,D2,W,12,Cameron Cline,M,Fr,,"Mooresville, N.C.",,
Wingate,D2,W,13,Avery Brown,F,Jr,,"Olathe, Kan.",,
Wingate,D2,W,14,Avery Bogan,D,So,,"Charlotte, N.C.",,
Wingate,D2,W,15,Angela Maino,F,Jr,,"Bayonne, N.J.",,
Wingate,D2,W,16,Sydnee Barndt,D,So,,"Eagle River, Alaska",,
Wingate,D2,W,17,Fanny Dalmo,M,Fr,,"Stockholm, Sweden",,
Wingate,D2,W,18,Emma Roberts,D,Fr,,"Sanford, Fla.",,
Wingate,D2,W,19,Hinako Aoki,D,Sr,,"Sapporo, Japan",,
Wingate,D2,W,20,Michelle Wenger,M,Jr,,"Biberstein, Switzerland",,
Wingate,D2,W,21,Mattie Hill,M,Fr,,"West Bloomfield, Mich.",,
Wingate,D2,W,22,Bailey McGraw,F,Fr,,"Campobello, S.C.",,
Wingate,D2,W,23,Rhylie Druskis,M,Fr,,Fletcher N.C.,,
Wingate,D2,W,24,Lori Skulj,D,So,,"Skofja Loka, Slovenia",,
Wingate,D2,W,25,Audur Helga Halldorsdottir,F,So,,"Þorlákshöfn, Iceland",,
Wingate,D2,W,26,Kaitlin Tucker,D,Fr,,"Denver, Colo.",,
Wingate,D2,W,28,Rossy Hernandez,M,So,,"Monroe, N.C.",,
Wingate,D2,W,29,Teagan Hallaran,D,Sr,,"Saint James, N.Y.",,
Wingate,D2,W,31,Tilde Wahrenberg,F,Fr,,"Helsingborg, Sweden",,
Wingate,D2,W,98,Mia Bourla,GK,Fr,,Goldens Bridge N.Y.,,
Lenoir-Rhyne,D2,M,1,John Patnoe,GK,Sr,,"Charleston, W.V.",,
Lenoir-Rhyne,D2,M,2,Diego Lucas,D,Fr,,"Salamanca, Spain",,
Lenoir-Rhyne,D2,M,3,Martin Juanche Gomez,D,Sr,,"Puerto Madryn, Argentina",,
Lenoir-Rhyne,D2,M,4,Luca Borsatti,D,Sr,,"Piacenza, Italy",,
Lenoir-Rhyne,D2,M,5,Tomas Aversa,M,Fr,,"Rafaela, Argentina",,
Lenoir-Rhyne,D2,M,6,Giuliano Bono,D,Sr,,"Cordoba, Argentina",,
Lenoir-Rhyne,D2,M,7,Hector Taboada,F,Sr,,"Barcelona, Spain",,
Lenoir-Rhyne,D2,M,8,Leopold Winkler,M,Fr,,"Jena, Germany",,
Lenoir-Rhyne,D2,M,9,Oskar Dahlberg,F,Sr,,"Tolg, Sweden",,
Lenoir-Rhyne,D2,M,10,Raul Canas,M,Sr,,"Valladolid, Spain",,
Lenoir-Rhyne,D2,M,11,Alvaro Sanchez,F,Sr,,"Sevilla, Spain",,
Lenoir-Rhyne,D2,M,12,Evan McClellan,M,Fr,,"Indian Trail, N.C.",,
Lenoir-Rhyne,D2,M,13,Eliseo Coronado,M,Sr,,"Hickory, N.C.",,
Lenoir-Rhyne,D2,M,14,Xairo Villalon,F,Sr,,"Madrid, Spain",,
Lenoir-Rhyne,D2,M,15,Connor Fallon,F,Sr,,"Holly Springs, N.C.",,
Lenoir-Rhyne,D2,M,16,Dagan Cochran,D,Fr,,"Greensboro, N.C.",,
Lenoir-Rhyne,D2,M,17,Angelo Paparoupas,M,Jr,,"Winston-Salem, N.C.",,
Lenoir-Rhyne,D2,M,18,Addison Parker,M,So,,"Hickory, N.C.",,
Lenoir-Rhyne,D2,M,19,Blake Whittle,D,So,,"Winston-Salem, N.C.",,
Lenoir-Rhyne,D2,M,20,Aaron Garrote,M,Sr,,"Oviedo, Spain",,
Lenoir-Rhyne,D2,M,21,Bautista Giannoni,F,Fr,,"Bahia Blanca, Argentina",,
Lenoir-Rhyne,D2,M,22,Zaid Handal,M,Sr,,"Atlanta, Ga.",,
Lenoir-Rhyne,D2,M,23,Liam Everett,M,Fr,,"Apex, N.C.",,
Lenoir-Rhyne,D2,M,24,Grayden Johnston,D,So,,"Raleigh, N.C.",,
Lenoir-Rhyne,D2,M,25,River Cale,GK,Fr,,"Watchung, N.J.",,
Lenoir-Rhyne,D2,M,26,Tate Peel,M,Fr,,"Greensboro, N.C.",,
Lenoir-Rhyne,D2,M,27,Maxime Webster,M,Sr,,"Brussels, Belgium",,
Lenoir-Rhyne,D2,M,28,Liam Prendergast,GK,So,,"Fort Mill, S.C.",,
Lenoir-Rhyne,D2,M,29,Brodie Dubiel,M,Fr,,"Huntersville, N.C.",,
Lenoir-Rhyne,D2,M,31,Jacxon Gutierrez,M,So,,"Mount Airy, N.C.",,
Lenoir-Rhyne,D2,M,32,Arya Venkat,M,Fr,,"Cary, N.C.",,
Lenoir-Rhyne,D2,M,33,Alex Crofford,D,Fr,,"Sanford, N.C.",,
Lenoir-Rhyne,D2,M,34,Eli Kerley,D,Sr,,"Hickory, N.C.",,
Lenoir-Rhyne,D2,M,35,Mason Cranford,GK,So,,"Fuquay Varina, N.C.",,
Lenoir-Rhyne,D2,M,36,David Escobedo,M,Sr,,"Conover, N.C.",,
Lenoir-Rhyne,D2,M,38,Xander Moody,GK,Fr,,"Pickens, S.C.",,
Lenoir-Rhyne,D2,M,39,Kendall Ingram,D,Sr,,"High Point, N.C.",,
Lenoir-Rhyne,D2,M,40,Rodrigo Labrador,M,Fr,,"Leon, Spain",,
Lenoir-Rhyne,D2,M,41,Keowen Arguello,F,Jr,,"Boone, N.C.",,
Lenoir-Rhyne,D2,M,42,Asher Clendenning,D,Fr,,"Wilmington, N.C.",,
Lenoir-Rhyne,D2,W,00,Taylor Rose,GK,Sr,,"Hickory, N.C.",,
Lenoir-Rhyne,D2,W,1,Riley Miller,GK,So,,"Clayton, N.C.",,
Lenoir-Rhyne,D2,W,2,Alexis Cagno,M,Jr,,"Burlington, N.C.",,
Lenoir-Rhyne,D2,W,3,Monica Socha,M,Fr,,"Delray Beach, FL",,
Lenoir-Rhyne,D2,W,4,Katie Durham,M,So,,"Boone, N.C.",,
Lenoir-Rhyne,D2,W,5,Maria Mummau,M,So,,"Palm Harbor, Fla.",,
Lenoir-Rhyne,D2,W,6,Carola Busquets,M,Sr,,"Barcelona, Spain",,
Lenoir-Rhyne,D2,W,7,Mya Rivera,M,Jr,,"Caldwell, NJ",,
Lenoir-Rhyne,D2,W,8,Ava Hartman,M,So,,"Hickory, N.C.",,
Lenoir-Rhyne,D2,W,9,Alice Bjornsson,M,So,,"Vajern, Sweden",,
Lenoir-Rhyne,D2,W,10,Ana Socha,M,So,,"Delray Beach, FL",,
Lenoir-Rhyne,D2,W,11,Kennedy Flowers,F,So,,"Graham, N.C.",,
Lenoir-Rhyne,D2,W,12,Olivia Mosley,F,Jr,,"Fuquay Vaina, N.C.",,
Lenoir-Rhyne,D2,W,13,Kaitlyn Marcinowski,D,So,,"Carolina Beach, N.C.",,
Lenoir-Rhyne,D2,W,15,Skylar Noll,D,Jr,,"Charlotte, N.C.",,
Lenoir-Rhyne,D2,W,16,Mya Jarvis,D,Jr,,"Clemmons, N.C.",,
Lenoir-Rhyne,D2,W,17,Aly Ramsey,F,Jr,,"Ewing, VA",,
Lenoir-Rhyne,D2,W,18,Tea Sabin,M,Sr,,"Cincinnati, OH",,
Lenoir-Rhyne,D2,W,19,Frankie Mansfield,GK,Fr,,"North Caldwell, NJ",,
Lenoir-Rhyne,D2,W,20,Carmen Ellis,F,Jr,,"Johnson City, TN",,
Lenoir-Rhyne,D2,W,21,Landry Boyles,F,Fr,,"Wake Forest, N.C.",,
Lenoir-Rhyne,D2,W,22,Bryson Clendenning,D,Jr,,"Wilmington, N.C.",,
Lenoir-Rhyne,D2,W,23,Lucia Hidalgo,F,So,,"Vila Seca, Spain",,
Lenoir-Rhyne,D2,W,24,Rosa Gonzalez,D,Jr,,"Winston Salem, N.C.",,
Lenoir-Rhyne,D2,W,25,Brady Livingston,M,So,,"Knoxville, Tenn.",,
Lenoir-Rhyne,D2,W,27,Montana Martin,F,So,,"Sugar Hill, GA",,
Lenoir-Rhyne,D2,W,28,Nicole Auger,F,Sr,,"Greensboro, N.C.",,
Lenoir-Rhyne,D2,W,29,Amber Faulkner,D,Fr,,"Leicester, England",,
Lenoir-Rhyne,D2,W,30,Molly Perla,M,Fr,,"Cary, N.C.",,
Lenoir-Rhyne,D2,W,32,Sienna Wolf,M,Jr,,"Lancaster, NY",,
Lenoir-Rhyne,D2,W,33,Haley Sensenig,M,Fr,,"New Bern, N.C.",,
Lenoir-Rhyne,D2,W,34,Keagan McCorkle,D,Sr,,"Monument, CO",,
Lenoir-Rhyne,D2,W,35,Isabella Zicchinolfi,M,Fr,,"Waxhaw, N.C.",,
Lenoir-Rhyne,D2,W,36,Savannah Hughes,D,Fr,,"Lexington, Ky.",,
Lenoir-Rhyne,D2,W,37,Mikayla Marr,D,Sr,,"Douglasville, GA",,
Lenoir-Rhyne,D2,W,38,Ingrid Krakhellen,D,So,,"Forde, Norway",,
Lenoir-Rhyne,D2,W,39,Ella Crutchfield,D,Fr,,"Mooresville, N.C.",,
Lenoir-Rhyne,D2,W,40,Chayla McDaniel,D,Fr,,"Charlotte, N.C.",,
Lenoir-Rhyne,D2,W,41,Hailey Juhasz,M,Jr,,"Raleigh, N.C.",,
Lenoir-Rhyne,D2,W,42,Lauren Clonch,D,Fr,,"Mills River, N.C.",,
Queens (NC),D2,M,0,Matthew Bademian,GK,So,,"Wake Forest, N.C.",,
Queens (NC),D2,M,1,Evan Hart,GK,Sr,,"Cary, N.C.",,
Queens (NC),D2,M,2,Michael Tzimoulis,D,So,,"Sewell, N.J.",,
Queens (NC),D2,M,3,Otto Gustafsson,D,Sr,,"Ulricehamn, Sweden",,
Queens (NC),D2,M,4,Maximos Grafakos,M,So,,"Waxhaw, N.C.",,
Queens (NC),D2,M,5,Josh Chapman,D,Sr,,"Sheffield, England",,
Queens (NC),D2,M,6,David Perez,M,Sr,,"Madrid, Spain",,
Queens (NC),D2,M,7,Cole Pumpian,M,Sr,,"Marietta, Ga.",,
Queens (NC),D2,M,8,Kyriakos Christodoulou,F,So,,"Nicosia, Cyprus",,
Queens (NC),D2,M,9,Oliver Kneer,F,Sr,,"Tuscaloosa, Ala.",,
Queens (NC),D2,M,10,Luis Vera Mayorca,M,So,,"San Jose, Costa Rica",,
Queens (NC),D2,M,11,Joseph Van Straten,M,So,,"Brooklyn, N.Y.",,
Queens (NC),D2,M,12,Vitor Baptistelli,M,So,,"Jundiai, Brazil",,
Queens (NC),D2,M,13,Nathan Tozzi,D,Sr,,"Birmingham, Ala.",,
Queens (NC),D2,M,14,Brock Gramann,M,Sr,,"Charlotte, N.C.",,
Queens (NC),D2,M,15,Cassias Mckinnon,D,Fr,,"Indian Trail, N.C.",,
Queens (NC),D2,M,16,Gabriel Alejandro Duenas Camacho,F,Fr,,"Winter Park, Fla.",,
Queens (NC),D2,M,17,Jaiden Anderson,D,So,,"Dix Hills, N.Y.",,
Queens (NC),D2,M,18,Caden Whitt,F,Sr,,"Harrisburg, N.C.",,
Queens (NC),D2,M,19,Arnar Arnarsson,F,Fr,,"Kopavogur, Iceland",,
Queens (NC),D2,M,20,Valter Salavuo,M,Jr,,"Espoo, Finland",,
Queens (NC),D2,M,21,Iker Erazo,M,Sr,,"Skien, Norway",,
Queens (NC),D2,M,22,Rodrigo Canovas,D,Jr,,"Sao Paulo, Brazil",,
Queens (NC),D2,M,23,Pedro Palhares,M,Sr,,"Sao Paulo, Brazil",,
Queens (NC),D2,M,24,Edison Yang,M,Fr,,"Vestavia Hills, Ala.",,
Queens (NC),D2,M,26,Razik Walji,D,Fr,,"Burnaby, British Columbia",,
Queens (NC),D2,M,27,Ravi Luster,F,Fr,,"Atlanta, Ga.",,
Queens (NC),D2,M,29,Enzo De Almeida,F,So,,"Foz do Iguacu, Brazil",,
Queens (NC),D2,M,30,Nolan Masker,GK,Fr,,"San Antonio, Texas",,
Queens (NC),D2,M,31,Curren Gaskill,D,Fr,,"Wilmington, N.C.",,
Queens (NC),D2,M,32,Riley Bedics,GK,Fr,,"Fishers, Ind.",,
Queens (NC),D2,M,33,Isaac Chromey,F,Fr,,"Asheville, N.C.",,
Queens (NC),D2,M,34,Chase Scherer,D,Fr,,"Chicago, Ill.",,
Queens (NC),D2,M,35,Egor Zakharov,F,So,,"Moscow, Russia",,
Queens (NC),D2,M,36,Brock Miller,F,Fr,,"Hendersonville, Tenn.",,
Queens (NC),D2,W,0,Hannah Dike-Lawlor,GK,Fr,,"London, England",,
Queens (NC),D2,W,1,Kelsey Jargstorf,GK,Sr,,"Meridian, Idaho",,
Queens (NC),D2,W,2,Ella Glover,D,Sr,,"Brentwood, Tenn.",,
Queens (NC),D2,W,3,Alivia McCain,F,So,,"Concord, N.C.",,
Queens (NC),D2,W,4,Mika Katz,F,So,,"Tel Aviv, Israel",,
Queens (NC),D2,W,5,Mia Banchero,F,Sr,,"Seattle, Wash.",,
Queens (NC),D2,W,6,Hailey Pereira,M,Sr,,"Carmel, N.Y.",,
Queens (NC),D2,W,7,Madeline Cheatham,M,Jr,,"Chesterfield, Va.",,
Queens (NC),D2,W,8,Olivia Beane,M,Sr,,"Hickory, N.C.",,
Queens (NC),D2,W,9,Connie Dutton,F,Sr,,"Birmingham, England",,
Queens (NC),D2,W,10,Savannah Stuart,D,Sr,,"Alpharetta, Ga.",,
Queens (NC),D2,W,11,Sejla Podzic,D,Sr,,"Carlisle, Pa.",,
Queens (NC),D2,W,12,Shion Hwang,M,Fr,,"Hamilton, New Zealand",,
Queens (NC),D2,W,13,Brooke Gallo,M,So,,"Holbrook, N.Y.",,
Queens (NC),D2,W,14,Kennedy Simon,D,So,,"Raleigh, N.C.",,
Queens (NC),D2,W,15,Morgan Kaiser,M,Jr,,"Fort Wayne, Ind.",,
Queens (NC),D2,W,16,Erin Coleman,D,Jr,,"Wake Forest, N.C.",,
Queens (NC),D2,W,17,Jaisa Bader,D,Jr,,"Apex, N.C.",,
Queens (NC),D2,W,18,Madison Borth,F,Fr,,"Acworth, Ga.",,
Queens (NC),D2,W,21,Avery Miller,F,So,,"Columbus, Ohio",,
Queens (NC),D2,W,22,Ansleigh Prell,D,So,,"Bogart, Ga.",,
Queens (NC),D2,W,23,Juliana Hunter,M,So,,"North Babylon, N.Y.",,
Queens (NC),D2,W,24,Hannah Duncan,D,Fr,,"Milton, Ontario, Canada",,
Queens (NC),D2,W,25,McKayla Budion,F,Fr,,"Milton, Ga.",,
Queens (NC),D2,W,26,Addison Mello,M,Fr,,"Millville, N.J.",,
Queens (NC),D2,W,27,Audrey Kulpa,M,Jr,,"Charlotte, N.C.",,
Queens (NC),D2,W,28,Helena Merkle,M,Fr,,"Baden-Württemberg, Germany",,
Queens (NC),D2,W,29,Imani Williams,D,Fr,,"Decatur, Ga.",,
Queens (NC),D2,W,30,Averee Rainge,M,Fr,,"Powder Springs, Ga.",,
Queens (NC),D2,W,31,Madison Gallo,F,Jr,,"Holbrook, N.Y.",,
Queens (NC),D2,W,32,Tamia Ford,F,Fr,,"Clayton, N.C.",,
Queens (NC),D2,W,33,Grace Acevedo,F,Fr,,"Palmdale, Calif.",,
Queens (NC),D2,W,99,Mason Riley,GK,So,,"Warrenton, Va.",,
Nova Southeastern,D2,M,1,Henrik Dahl,GK,Jr,,"Kristiansand, Norway",,
Nova Southeastern,D2,M,2,Sebastian Valdez,M,Sr,,"Bamberg, Germany",,
Nova Southeastern,D2,M,3,Matthew Gordon,M,So,,"Pembroke Pines, Fla.",,
Nova Southeastern,D2,M,4,Enrique Garcia Barelles,D,Sr,,"Valencia, Spain",,
Nova Southeastern,D2,M,6,Noah Holtschoppen,D,Sr,,"Nettetal, Germany",,
Nova Southeastern,D2,M,7,Sunao Yamamoto,M,Sr,,"Kiryu, Japan",,
Nova Southeastern,D2,M,8,Liam Healey,M,Sr,,"Rochdale, Greater Manchester, England, United Kingdom",,
Nova Southeastern,D2,M,9,Santiago Hoyos Lopez,F,Sr,,"Medellin, Colombia",,
Nova Southeastern,D2,M,10,Andres Morral Rosales,M,Jr,,"Miami, Fla.",,
Nova Southeastern,D2,M,11,Amedeo Tufano,D,Jr,,"Napoli, Italy",,
Nova Southeastern,D2,M,12,Markus Rokseth,F,Jr,,"Birkeland, Agder, Norway",,
Nova Southeastern,D2,M,13,Santino Scerbo,GK,Jr,,"Buenos Aires, Argentina",,
Nova Southeastern,D2,M,14,Jamie Bulloch,M,So,,"Edinburgh, Scotland",,
Nova Southeastern,D2,M,16,Aidan Marshall King,M,Jr,,"Ramsbottom, Bury, England, United Kingdom",,
Nova Southeastern,D2,M,17,Milo Parquet,D,Fr,,"Miami, Fla.",,
Nova Southeastern,D2,M,18,Trevor Richter,M,Fr,,"Nashville, Tenn.",,
Nova Southeastern,D2,M,19,Matthew Blackwood,D,Fr,,"Pembroke Pines, Fla.",,
Nova Southeastern,D2,M,20,Theo Oherwall,M,Sr,,"Helsingborg, Sweden",,
Nova Southeastern,D2,M,21,Noah Gjervik,D,Sr,,"Rochester, Minn.",,
Nova Southeastern,D2,M,22,Toga Katsuma,M,Jr,,"Kobe, Japan",,
Nova Southeastern,D2,M,23,Matteo Innocenti,M,Sr,,"Rome, Italy",,
Nova Southeastern,D2,M,24,Alex Sasser,D,Fr,,"Weston, Fla.",,
Nova Southeastern,D2,M,25,Massimo Natoli,M,Sr,,"Miami Beach, Fla.",,
Nova Southeastern,D2,M,26,Mani Steinbjornsson,D,So,,"Hafnarfjörður, Iceland",,
Nova Southeastern,D2,M,28,Nikolas Ricardo,GK,Jr,,"Miami, Fla.",,
Nova Southeastern,D2,W,0,Gretchen Duttenhofer,GK,Sr,,"Jupiter, Fla.",,
Nova Southeastern,D2,W,00,Jessica Rosen,GK,Jr,,"East Moriches, N.Y.",,
Nova Southeastern,D2,W,1,Emilie Schroeder,GK,Sr,,"Aalsgaarde, Denmark",,
Nova Southeastern,D2,W,2,Jianna Ramirez,F,So,,"Jacksonville, Fla.",,
Nova Southeastern,D2,W,4,Juliette Bujak,F,So,,"Bel Air, Md.",,
Nova Southeastern,D2,W,5,Ginger Schulz,M,So,,"Berlin, Germany",,
Nova Southeastern,D2,W,6,Maja Isaksson,M,Jr,,"Jonkoping, Sweden",,
Nova Southeastern,D2,W,7,Ella Niemelä,D,Jr,,"Västerås, Sweden",,
Nova Southeastern,D2,W,8,Freya Jones,M,Sr,,"Gosport, England",,
Nova Southeastern,D2,W,9,Emma Sellden,F,So,,"Stockholm, Sweden",,
Nova Southeastern,D2,W,10,Maria Jansen,M,Jr,,"Rio de Janeiro, Brazil",,
Nova Southeastern,D2,W,11,Genesis Hernandez,F,So,,"Fort Lauderdale, Fla.",,
Nova Southeastern,D2,W,12,Alexa Bereczki,F,So,,"Fort Myers, Fla.",,
Nova Southeastern,D2,W,13,Sofia Suarez,M,Sr,,"Miami Lakes, Fla.",,
Nova Southeastern,D2,W,14,Emily Cabral,F,Sr,,"Southampton, Bermuda",,
Nova Southeastern,D2,W,15,Indie Morgan,M,Jr,,"Wales, United Kingdom",,
